"id","index","epi","ar","et","nbr_boite","name_project","etude","date","secteur","ti","name_document","nbr_document_a3","nbr_document_a4","nbr_plan","type_document_a3","type_document_a4","type_document_a0","nbr_copy","nbr_exemplaire","nbr_folder","salle","created_by_id","last_update_by_id"
7515,"346-3-17","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 148","","","4","","","PLANS BLOC 148","","","","SALLE ARCHIVE",NULL,NULL
7516,"346-3-18","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 149","","","2","","","PLANS BLOC 149","","","","SALLE ARCHIVE",NULL,NULL
7517,"346-3-19","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 150","","","6","","","PLANS BLOC 150","","","","SALLE ARCHIVE",NULL,NULL
7518,"346-3-2","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 130","","","2","","","PLANS BLOC 130","","","","SALLE ARCHIVE",NULL,NULL
7519,"346-3-20","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 151","","","2","","","PLANS BLOC 151","","","","SALLE ARCHIVE",NULL,NULL
7520,"346-3-21","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 152","","","6","","","PLANS BLOC 152","","","","SALLE ARCHIVE",NULL,NULL
7521,"346-3-22","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 154","","","6","","","PLANS BLOC 154","","","","SALLE ARCHIVE",NULL,NULL
7522,"346-3-23","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 155","","","6","","","PLANS BLOC 155","","","","SALLE ARCHIVE",NULL,NULL
7523,"346-3-24","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 156","","","6","","","PLANS BLOC 156","","","","SALLE ARCHIVE",NULL,NULL
7524,"346-3-25","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 157","","","6","","","PLANS BLOC 157","","","","SALLE ARCHIVE",NULL,NULL
7525,"346-3-26","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 158","","","5","","","PLANS BLOC 158","","","","SALLE ARCHIVE",NULL,NULL
7526,"346-3-27","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 159","","","2","","","PLANS BLOC 159","","","","SALLE ARCHIVE",NULL,NULL
7527,"346-3-28","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 160","","","4","","","PLANS BLOC 160","","","","SALLE ARCHIVE",NULL,NULL
7528,"346-3-29","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 161","","","4","","","PLANS BLOC 161","","","","SALLE ARCHIVE",NULL,NULL
7529,"346-3-3","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 132","","","3","","","PLANS BLOC 132","","","","SALLE ARCHIVE",NULL,NULL
7530,"346-3-30","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 162","","","6","","","PLANS BLOC 162","","","","SALLE ARCHIVE",NULL,NULL
7531,"346-3-31","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 163","","","6","","","PLANS BLOC 163","","","","SALLE ARCHIVE",NULL,NULL
7532,"346-3-32","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 164","","","4","","","PLANS BLOC 164","","","","SALLE ARCHIVE",NULL,NULL
7533,"346-3-33","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 165","","","6","","","PLANS BLOC 165","","","","SALLE ARCHIVE",NULL,NULL
7534,"346-3-4","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 133","","","4","","","PLANS BLOC 133","","","","SALLE ARCHIVE",NULL,NULL
7535,"346-3-5","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 134","","","4","","","PLANS BLOC 134","","","","SALLE ARCHIVE",NULL,NULL
7536,"346-3-6","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 135","","","4","","","PLANS BLOC 135","","","","SALLE ARCHIVE",NULL,NULL
7537,"346-3-7","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 136","","","4","","","PLANS BLOC 136","","","","SALLE ARCHIVE",NULL,NULL
7538,"346-3-8","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 137","","","6","","","PLANS BLOC 137","","","","SALLE ARCHIVE",NULL,NULL
7539,"346-3-9","3","4","6","3","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 138","","","5","","","PLANS BLOC 138","","","","SALLE ARCHIVE",NULL,NULL
7540,"346-4-1","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 232","","","6","","","PLANS BLOC 232","","","","SALLE ARCHIVE",NULL,NULL
7541,"346-4-10","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 242","","","3","","","PLANS BLOC 242","","","","SALLE ARCHIVE",NULL,NULL
7542,"346-4-11","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 243","","","6","","","PLANS BLOC 243","","","","SALLE ARCHIVE",NULL,NULL
7543,"346-4-12","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 246","","","1","","","PLANS BLOC 246","","","","SALLE ARCHIVE",NULL,NULL
7544,"346-4-13","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 247","","","6","","","PLANS BLOC 247","","","","SALLE ARCHIVE",NULL,NULL
7545,"346-4-14","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 248","","","4","","","PLANS BLOC 248","","","","SALLE ARCHIVE",NULL,NULL
7546,"346-4-15","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 249","","","6","","","PLANS BLOC 249","","","","SALLE ARCHIVE",NULL,NULL
7547,"346-4-16","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 250","","","6","","","PLANS BLOC 250","","","","SALLE ARCHIVE",NULL,NULL
7548,"346-4-17","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 251","","","6","","","PLANS BLOC 251","","","","SALLE ARCHIVE",NULL,NULL
7549,"346-4-18","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 251b","","","8","","","PLANS BLOC 251b","","","","SALLE ARCHIVE",NULL,NULL
7550,"346-4-19","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 252","","","6","","","PLANS BLOC 252","","","","SALLE ARCHIVE",NULL,NULL
7551,"346-4-2","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 233","","","3","","","PLANS BLOC 233","","","","SALLE ARCHIVE",NULL,NULL
7552,"346-4-20","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 252b","","","6","","","PLANS BLOC 252b","","","","SALLE ARCHIVE",NULL,NULL
7553,"346-4-21","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 253","","","2","","","PLANS BLOC 253","","","","SALLE ARCHIVE",NULL,NULL
7554,"346-4-22","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 254","","","6","","","PLANS BLOC 254","","","","SALLE ARCHIVE",NULL,NULL
7555,"346-4-23","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 254b","","","7","","","PLANS BLOC 254b","","","","SALLE ARCHIVE",NULL,NULL
7556,"346-4-24","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 255","","","5","","","PLANS BLOC 255","","","","SALLE ARCHIVE",NULL,NULL
7557,"346-4-3","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 234","","","5","","","PLANS BLOC 234","","","","SALLE ARCHIVE",NULL,NULL
7558,"346-4-4","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 236","","","6","","","PLANS BLOC 236","","","","SALLE ARCHIVE",NULL,NULL
7559,"346-4-5","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 237","","","6","","","PLANS BLOC 237","","","","SALLE ARCHIVE",NULL,NULL
7560,"346-4-6","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 238","","","4","","","PLANS BLOC 238","","","","SALLE ARCHIVE",NULL,NULL
7561,"346-4-7","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 239","","","4","","","PLANS BLOC 239","","","","SALLE ARCHIVE",NULL,NULL
7562,"346-4-8","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 240","","","6","","","PLANS BLOC 240","","","","SALLE ARCHIVE",NULL,NULL
7563,"346-4-9","3","4","6","4","PROJET DE NIVILLEMENT","AMENAGEMENT DEHYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"EST 4","TTI","PLANS BLOC 241","","","5","","","PLANS BLOC 241","","","","SALLE ARCHIVE",NULL,NULL
7564,"346-5-1","3","4","6","5","","",NULL,"EST 4","TTI","PLANS DE PROFIL EN LONG","","","1","","","PLANS DEPROFIL EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7565,"346-5-10","3","4","6","5","","",NULL,"","TTI","PLAN DE PROFIL EN  LONG ","","","34","","","PLAN DE PROFIL EN  LONG ","","","","SALLE ARCHIVE",NULL,NULL
7566,"346-5-11","3","4","6","5","","",NULL,"","TTI","PLANS D'OUVRAGE ","","","5","","","PLANS D'OUVRAGE ","","","","SALLE ARCHIVE",NULL,NULL
7567,"346-5-12","3","4","6","5","","",NULL,"","TTI","PLAN DE RESEAU ","","","6","","","PLAN DE RESEAU ","","","","SALLE ARCHIVE",NULL,NULL
7568,"346-5-2","3","4","6","5","","",NULL,"EST 4","TTI","PLANS D'OUVRAGE ","","","21","","","PLANS D'OUVRAGE ","","","","SALLE ARCHIVE",NULL,NULL
7569,"346-5-3","3","4","6","5","","",NULL,"EST 1","TTI","PLAN D'IMPLANTATION ","","","1","","","PLAN D'IMPLANTATION ","","","","SALLE ARCHIVE",NULL,NULL
7570,"346-5-4","3","4","6","5","","",NULL,"EST 1","TTI","PLAN DE LOCATION","","","1","","","PLAN DE LOCATION","","","","SALLE ARCHIVE",NULL,NULL
7571,"346-5-5","3","4","6","5","","",NULL,"EST 1","TTI","PLAN D'OUVRAGE ","","","18","","","PLAN D'OUVRAGE","","","","SALLE ARCHIVE",NULL,NULL
7572,"346-5-6","3","4","6","5","","",NULL,"EST 1","TTI","PLAN DE SUTUATION ","","","1","","","PLAN DE SUTUATION ","","","","SALLE ARCHIVE",NULL,NULL
7573,"346-5-7","3","4","6","5","","",NULL,"EST 1","TTI","PLAN DE TERRASSMENT ","","","1","","","PLAN DE TERRASSMENT","","","","SALLE ARCHIVE",NULL,NULL
7574,"346-5-8","3","4","6","5","","",NULL,"","TTI","PLANE DE DELIMENTATION ","","","1","","","PLANE DE DELIMENTATION ","","","","SALLE ARCHIVE",NULL,NULL
7575,"346-5-9","3","4","6","5","","",NULL,"","TTI","PLANE DE FERRAILLAGE","","","1","","","PLANE DE FERRAILLAGE","","","","SALLE ARCHIVE",NULL,NULL
7576,"346-6-1","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN DES RESEAUX","","","3","","","PLAN DES RESEAUX","","","","SALLE ARCHIVE",NULL,NULL
7577,"346-6-2","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN DE CARREFOUR ","","","23","","","PLAN DE CARREFOUR ","","","","SALLE ARCHIVE",NULL,NULL
7578,"346-6-3","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN  D'écartement ","","","1","","","PLAN  D'écartement ","","","","SALLE ARCHIVE",NULL,NULL
7579,"346-6-4","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN DE ferraillage","","","1","","","PLAN DE ferraillage","","","","SALLE ARCHIVE",NULL,NULL
7580,"346-6-5","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN DE PROFIL EN LONG ","","","42","","","PLAN DE PROFIL EN LONG ","","","","SALLE ARCHIVE",NULL,NULL
7581,"346-6-6","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN DE LOTTISSEMENT ","","","11","","","PLAN DE LOTTISSEMENT ","","","","SALLE ARCHIVE",NULL,NULL
7582,"346-6-7","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN D' OUVRAGE","","","10","","","PLAN D' OUVRAGE","","","","SALLE ARCHIVE",NULL,NULL
7583,"346-6-8","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN  DE SITUATION ","","","1","","","PLAN  DE SITUATION ","","","","SALLE ARCHIVE",NULL,NULL
7584,"346-6-9","3","4","6","6","","ETUDE D'EXECUTION CONCERNANT LES SECTEURS E1 E3 E4 et E5 DE LA TTI",NULL,"EST 1","TTI","PLAN DE TRAVER ","","","1","","","PLAN DE TRAVER ","","","","SALLE ARCHIVE",NULL,NULL
7585,"347-1-1","3","4","7","1","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION / ABD RESEAU D'ASSINISSEMENT ET DE DRINAGE PIESES DESSINEES V1",NULL,"EST 5 V1","TTI","PLAN DES D'ENSEMBLE","","","1","","","PLAN DES D'ENSEMBLE","","","","SALLE ARCHIVE",NULL,NULL
7586,"347-1-2","3","4","7","1","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION/ ABD RESEAU D'ASSINISSEMENT ET DE DRINAGE PIESES DESSINEES V1",NULL,"EST 5 V1","TTI","PLAN DES RESEAUX","","","5","","","PLAN DES RESEAUX","","","","SALLE ARCHIVE",NULL,NULL
7587,"347-1-3","3","4","7","1","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION/ ABD RESEAU D'ASSINISSEMENT ET DE DRINAGE PIESES DESSINEES V1",NULL,"EST 5 V1","TTI","PLAN DES ECARTEMENTS","","","1","","","PLAN DES ECARTEMENTS","","","","SALLE ARCHIVE",NULL,NULL
7588,"347-1-4","3","4","7","1","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION","ETUDE D'EXECUTION DES SECTEURS EST 1, EST 2, EST 3, EST 4, EST 5 DE LA TROIXIEME TRANCHE D'IRRIGATION/ ABD RESEAU D'ASSINISSEMENT ET DE DRINAGE PIESES DESSINEES V1",NULL,"EST 5 V1","TTI","PLANS PROFIL AU LONG","","","82","","","PLANS PROFIL AU LONG","","","","SALLE ARCHIVE",NULL,NULL
7589,"411-1-1","4","1","1","1","CANEVAS HYDRAULIQUE SECTEURS EST 1 ET EST 2","CANEVAS HYDRAULIQUE SECTEURS EST 1 ET EST 2",NULL,"EST 1 ET EST 2","TTI ; STI","MÉMOIRE EXPLICATIF","","65","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7590,"411-1-2","4","1","1","1","CANEVAS HYDRAULIQUE SECTEURS EST 1 ET EST 2","CANEVAS HYDRAULIQUE SECTEURS EST 1 ET EST 2",NULL,"EST 1 ET EST 2","TTI ; STI","CALCULS HYDRAULIQYES","","62","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7591,"411-1-3","4","1","1","1","CANEVAS HYDRAULIQUE SECTEURS EST 1 ET EST 2","CANEVAS HYDRAULIQUE SECTEURS EST 1 ET EST 2",NULL,"EST 1 ET EST 2","TTI ; STI","PLAN D'ENSEMBLE EST 2 1/10000","","","5","","","plan d'ensemble","","","","SALLE ARCHIVE",NULL,NULL
7592,"411-4-1","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","NOTE DE PRESENTATION","","5","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7593,"411-4-10","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","CAHIER DES PROFILS EN TREVERS","","87","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7594,"411-4-11","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","NOTE DE CALCUL","","43","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7595,"411-4-12","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","LISTE DE FERS N 4","","4","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7596,"411-4-13","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","LISTE DE FERS N 6","","5","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7597,"411-4-14","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","LISTE DE FERS N 8","","6","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7598,"411-4-15","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAN DE SITUATION 1/50000","1","","","plan de situation","","","","","","SALLE ARCHIVE",NULL,NULL
7599,"411-4-16","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAN DE LOCALISATION  1/5000","","","1","","","PLAN DE LOCALISATION ","","","","SALLE ARCHIVE",NULL,NULL
7600,"411-4-17","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAN D'IMPLANTATION  1/500","","","1","","","PLAN D'IMPLANTATION ","","","","SALLE ARCHIVE",NULL,NULL
7601,"411-4-18","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAN DE MASSE  1/200","","","1","","","PLAN DE MASSE ","","","","SALLE ARCHIVE",NULL,NULL
7602,"411-4-19","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAN D'AMENAGEMENT DES ABORDS 1/200","","","1","","","PLAN D'AMENAGEMENT","","","","SALLE ARCHIVE",NULL,NULL
7603,"411-4-2","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","MÉMOIRE TECHNIQUE GENIE CIVIL","","65","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7604,"411-4-20","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAND'ENSEMBLE","","","1","","","PLAND'ENSEMBLE","","","","SALLE ARCHIVE",NULL,NULL
7605,"411-4-21","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLAN DE TERRASEMENT","","","2","","","PLAN DE TERRASEMENT","","","","SALLE ARCHIVE",NULL,NULL
7606,"411-4-22","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","PLANS DES OUVRAGES","","","6","","","PLANS DES OUVRAGES","","","","SALLE ARCHIVE",NULL,NULL
7607,"411-4-23","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","PLAN DE SITUATION 1/100000","","","1","","","plan de situation","","","","SALLE ARCHIVE",NULL,NULL
7608,"411-4-24","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","PLAN D'ENSEMBLE 1/20000","","","1","","","PLAND'ENSEMBLE","","","","SALLE ARCHIVE",NULL,NULL
7609,"411-4-25","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","PLAN DES EMPRISES PROVISOIRES","","","10","","","PLAN DES EMPRISES","","","","SALLE ARCHIVE",NULL,NULL
7610,"411-4-26","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI"," PLAN assemblage","1","",""," PLAN assemblage","","","","","","SALLE ARCHIVE",NULL,NULL
7611,"411-4-27","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","PLAN DE COFFERAGE","","","2","","","PLAN DE COFFERAGE","","","","SALLE ARCHIVE",NULL,NULL
7612,"411-4-28","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","PLAN DE BASSIN C","","","1","","","PLAN D'OUVRAGE","","","","SALLE ARCHIVE",NULL,NULL
7613,"411-4-29","4","1","1","4","PEO BASSINS DE DESSERTE BASSIN C EST 2","PEO BASSINS DE DESSERTE BASSIN C EST 2",NULL,"EST 2","STI","PLAN DE FERRAILLAGE","","","3","","","PLAN DE FERRAILLAGE","","","","SALLE ARCHIVE",NULL,NULL
